phone,email,ok,vk,vid,gaid,idfa
79723793246,example76@yandex.ru,24255080708,401354,85368471850,5edf3aff-347d-448e-ad90-bec8f7b66d79,
79286352836,,63115148719,,44498838756,3971b2c3-28b1-44a4-992e-d2069e67dce5,
79627025983,,26987877411,226868,,,3e7294ca-26dc-11f0-a321-eaf2355e009b
,example79@yandex.ru,,183840,43378798194,58bb3560-f30a-4daa-b4c2-7c5aaad90170,3e7295d8-26dc-11f0-a321-eaf2355e009b
79819825221,example80@mail.ru,,679607,31393069686,,3e7296d2-26dc-11f0-a321-eaf2355e009b
,example81@gmail.com,77393424140,998930,,256a7eac-7a7d-4c70-b50d-dda7795d0a93,3e729830-26dc-11f0-a321-eaf2355e009b
,example82@yandex.ru,39623129757,162181,,f987e578-cce9-41ea-8e03-fc9cdf42783b,3e729948-26dc-11f0-a321-eaf2355e009b
79837312252,example83@yandex.ru,,,61170581668,,
79825654587,example84@gmail.com,,,77226927486,,3e729a1a-26dc-11f0-a321-eaf2355e009b
79424983566,example85@gmail.com,43733060236,439112,41508880865,9aebb2c8-4b76-4dac-b641-a5d041d8a53b,3e729b64-26dc-11f0-a321-eaf2355e009b
,example86@yandex.ru,58551967023,660147,,19111889-25ed-40f8-8ef1-785c82402b22,3e729c68-26dc-11f0-a321-eaf2355e009b
79397574180,example87@yandex.ru,,608204,30401078110,dc30fd93-f6aa-47d2-9297-cabf7959560d,3e729d4e-26dc-11f0-a321-eaf2355e009b
79598174368,example88@yandex.ru,,377904,58190797584,503b4851-b04c-4ea7-8fe2-1a8c87b32f29,
79195071817,example89@yandex.ru,13353901776,711321,85670978787,,
79878601939,,20800137399,598488,75503535431,86e05bee-57b6-46d0-8053-67026f3631b2,3e72a000-26dc-11f0-a321-eaf2355e009b
79580781680,example91@mail.ru,53845877387,791082,50662214963,1a3eb7ee-03f9-4ea7-9308-0ffa0c64601e,3e72a0fa-26dc-11f0-a321-eaf2355e009b
79337489358,example92@gmail.com,25493762979,972848,41449963887,a494a43d-144b-4722-a053-d1089fea7255,3e72a1ea-26dc-11f0-a321-eaf2355e009b
79854077388,example93@yandex.ru,51476440370,,,3e81d06a-ef38-4c14-beb2-1b53f0a142e1,3e72a2ee-26dc-11f0-a321-eaf2355e009b
79424672641,,61208177826,358512,,3642c444-360a-4574-909c-0448a4a2c8ab,
79278630989,,,522256,30138417175,,3e72a3fc-26dc-11f0-a321-eaf2355e009b
79668072504,,81455090792,263978,98045018238,be81856e-1072-4a00-8111-7d0676de4e11,
79800758039,example97@gmail.com,24614047250,682917,73736723960,,3e72a51e-26dc-11f0-a321-eaf2355e009b
79585847323,example98@gmail.com,,,,,3e72a5c8-26dc-11f0-a321-eaf2355e009b
79201073090,example99@mail.ru,32436118418,101969,,3c2d100d-7127-4d62-8221-2b954a91a810,3e72a708-26dc-11f0-a321-eaf2355e009b
,,22442634707,514820,,,3e72a99c-26dc-11f0-a321-eaf2355e009b
,example101@yandex.ru,34775569025,672313,,97a71022-3fe0-49bc-881f-f767dcc5c314,
,example102@yandex.ru,85902855498,829383,22467251828,4a9465e9-cd87-4f8e-9f38-988f1ae05eb1,3e72ab2c-26dc-11f0-a321-eaf2355e009b
79630429588,,93651922763,319974,,,3e72ac58-26dc-11f0-a321-eaf2355e009b
79794368320,example104@mail.ru,,,80572937639,,3e72ad02-26dc-11f0-a321-eaf2355e009b
79439974268,example105@gmail.com,41951498491,854762,86859940225,,3e72ae06-26dc-11f0-a321-eaf2355e009b
,example106@yandex.ru,48824907058,303024,,9dc68bb1-9876-4d35-9d91-486ab426c62a,3e72afbe-26dc-11f0-a321-eaf2355e009b
79316622560,example107@gmail.com,72360911090,971448,63759167675,,
,,28591528929,,90629535962,5a3c6b5d-f075-49bc-81cf-0ceadcfc53d4,3e72b0e0-26dc-11f0-a321-eaf2355e009b
,example109@mail.ru,,430349,46012561407,,
79779248434,example110@yandex.ru,83242184696,708085,43794196099,9da271b3-5a7c-420e-8927-e5bcf2e3a8ec,3e72b1f8-26dc-11f0-a321-eaf2355e009b
79413242312,,59832654045,819001,,48860c57-9fdc-4301-89a3-e5dc486a2b5b,3e72b2e8-26dc-11f0-a321-eaf2355e009b
,example112@mail.ru,56715183552,978036,77808333901,,3e72b3f6-26dc-11f0-a321-eaf2355e009b
79626385009,example113@mail.ru,15443767159,872610,51566707536,8dab82de-f96b-4652-bb5b-1bc2815d4458,
79687501807,example114@mail.ru,38246572683,,85089600293,72de67f3-01e8-4357-897a-b4bc1f9075d7,
,example115@yandex.ru,,,,,3e72b68a-26dc-11f0-a321-eaf2355e009b
79227983872,,78629978824,305600,23252048222,254e0ec3-8999-4492-a3f1-35f6a1a90fdc,3e72b7a2-26dc-11f0-a321-eaf2355e009b
79508038510,example117@yandex.ru,75463775422,147716,49219231145,,
79234809594,example118@mail.ru,27450458401,303098,96049859451,d6156338-4338-4575-885c-d8681b7647d4,3e72bcde-26dc-11f0-a321-eaf2355e009b
,,53957482829,,59575480873,,3e72bf9a-26dc-11f0-a321-eaf2355e009b
79222541541,,,843574,73882974421,01d9aa78-6f8d-4482-b111-3f44c0b76445,3e72c0da-26dc-11f0-a321-eaf2355e009b
79446291115,,,,,e87b94df-8d22-4574-8ea6-b84acce5562d,
79295510892,,75873825851,,17382728213,6ac61cbd-4043-4ee6-aac5-f06d3cfdc16e,3e72c2e2-26dc-11f0-a321-eaf2355e009b
,,,491817,88211407620,f86eeb40-a7e7-4d02-b223-783b730fa9b4,
79130545427,,,530469,,875cadfd-3877-41f3-ac78-dec93feb3f5a,3e72c436-26dc-11f0-a321-eaf2355e009b
79154362509,,54837845821,200568,,a31f1430-f286-4dbd-be89-4c6aeb0396eb,3e72c53a-26dc-11f0-a321-eaf2355e009b
,example126@gmail.com,,110294,,1ad86fdd-9a0d-43c5-8c4d-c72ff4595224,3e72c68e-26dc-11f0-a321-eaf2355e009b
,example127@mail.ru,70160611662,983129,,725d3751-7856-4eff-957e-4d958ddee522,
79857410957,example128@gmail.com,,930971,,ba02cb33-fbeb-48ef-acf6-c178b59bfa1a,3e72c7f6-26dc-11f0-a321-eaf2355e009b
,example129@mail.ru,43802943897,704939,40804747326,,3e72c9f4-26dc-11f0-a321-eaf2355e009b
79309427148,example130@gmail.com,70848475065,922440,49234164585,,
79766322096,example131@mail.ru,,182763,98187133556,0aaaea34-1048-4469-9322-6c877c83bb58,3e72cb48-26dc-11f0-a321-eaf2355e009b
79221094017,example132@mail.ru,75150066580,113614,46253061091,,
79388214280,example133@gmail.com,74493954314,972570,70234786706,31ffde0f-642d-4450-afea-425f3fbc2635,3e72cd0a-26dc-11f0-a321-eaf2355e009b
79641718900,example134@yandex.ru,45461846997,500808,,,3e72cde6-26dc-11f0-a321-eaf2355e009b
79741514428,example135@gmail.com,83227789482,807701,47628734718,026a05cb-563e-4200-9141-0ea1b96b9bb7,3e72ced6-26dc-11f0-a321-eaf2355e009b
79581490066,example136@yandex.ru,65559710584,328669,32289113461,,
,example137@yandex.ru,64228605526,705369,21923291865,39475eb4-64a1-4583-95ee-cbe7ea5776ea,3e72d0fc-26dc-11f0-a321-eaf2355e009b
79994565063,example138@yandex.ru,,,,b2dafe54-3cc1-4b0f-97be-fc0f010183f7,3e72d2fa-26dc-11f0-a321-eaf2355e009b
79496907369,example139@yandex.ru,79392087710,,14922916677,,3e72d412-26dc-11f0-a321-eaf2355e009b
79159856529,example140@yandex.ru,,,15915414470,bf7b1e68-dfab-404f-ac52-a70fa1538b06,3e72d5c0-26dc-11f0-a321-eaf2355e009b
79755088835,example141@mail.ru,31760868470,,27496468153,5e75c781-bfbc-4bf0-86b4-8e7ea8e55b57,3e72d6f6-26dc-11f0-a321-eaf2355e009b
,example142@mail.ru,58702964221,,59442609298,c4750e59-944a-4500-b427-237fb09cff15,3e72d8c2-26dc-11f0-a321-eaf2355e009b
,example143@yandex.ru,27391757189,995962,,bc5e4e6c-798b-4f65-b61b-0c7fa64b5dfd,3e72d9b2-26dc-11f0-a321-eaf2355e009b
79289400066,example144@gmail.com,62872641936,686557,,,3e72da66-26dc-11f0-a321-eaf2355e009b
79608916047,example145@mail.ru,91378965028,386192,,,
,example146@yandex.ru,68259432281,,19694674452,4903a473-0bd7-4529-9953-ea237079df1c,3e72db88-26dc-11f0-a321-eaf2355e009b
79257551263,example147@gmail.com,41596645846,101847,89007211641,,
,example148@mail.ru,80624250133,339089,,739bbe2a-74ec-48ff-ab70-b07426d633dd,
79315089361,example149@gmail.com,79044646263,640489,92579893500,ced903c4-3300-4166-b4f5-390b3e275fdb,3e72dcf0-26dc-11f0-a321-eaf2355e009b
79722845879,example150@mail.ru,85401121865,211165,83311933513,8f977f4c-98b7-4b22-8e35-1bc198030ce3,3e72de8a-26dc-11f0-a321-eaf2355e009b
79843359755,,22115268536,989521,,567afc12-27ca-4520-b9ff-7f29d720a882,
79438060886,example152@yandex.ru,,884028,46943203330,,
79175418909,example153@mail.ru,58676433990,621357,,,3e72e024-26dc-11f0-a321-eaf2355e009b
79627689244,example154@mail.ru,,399166,51123505126,3039a833-a0ee-4090-9584-9578be44d7ca,
79186729732,,76485383474,552987,69601973238,,3e72e182-26dc-11f0-a321-eaf2355e009b
79125705371,example156@gmail.com,44446671229,617295,,,3e72e240-26dc-11f0-a321-eaf2355e009b
79307090244,example157@gmail.com,,,32867451788,a63dd0ea-bd30-47fc-b4b3-948b16942cc2,3e72e344-26dc-11f0-a321-eaf2355e009b
79833784167,,,288908,65864295198,c247edcd-ecd1-43f2-8974-f6b829c82de3,3e72e434-26dc-11f0-a321-eaf2355e009b
79858966359,example159@mail.ru,12916126986,883472,51411580862,,3e72e4f2-26dc-11f0-a321-eaf2355e009b
79845560155,example160@yandex.ru,,,47314834939,f8bf7830-5d7b-439e-9ef7-48fe04315416,3e72e632-26dc-11f0-a321-eaf2355e009b
79391156246,example161@gmail.com,,,,8f9c52ae-2dd2-4943-acf0-653f8d2a2cc2,3e72e70e-26dc-11f0-a321-eaf2355e009b
79751423510,,,141080,,,3e72e7b8-26dc-11f0-a321-eaf2355e009b
,example163@yandex.ru,12651576831,143350,,15feb670-0d61-43f3-947a-f3a3337d3b85,3e72e89e-26dc-11f0-a321-eaf2355e009b
79171842915,example164@yandex.ru,36654732489,333995,67188623737,c64d61c3-f30b-401b-96ff-84b0c68f3494,3e72e998-26dc-11f0-a321-eaf2355e009b
79548016233,,88004087869,801503,13460376040,,3e72ea4c-26dc-11f0-a321-eaf2355e009b
79480301141,example166@mail.ru,20801875491,550582,80756095130,10fc9691-913d-4e30-b1f0-03c5c3bdec25,3e72eb82-26dc-11f0-a321-eaf2355e009b
79238711642,example167@gmail.com,81043704951,330659,,fffb7bfd-4d23-476a-9933-f73dd40a3729,3e72ed8a-26dc-11f0-a321-eaf2355e009b
,,,521380,57641162638,d8c104f8-e647-4c43-a80b-7b683294262d,3e72ee70-26dc-11f0-a321-eaf2355e009b
79648241092,example169@yandex.ru,,115457,41780224684,6fe4e582-9a91-4e46-bdaa-8d778e267f61,3e72efba-26dc-11f0-a321-eaf2355e009b
79271172429,example170@yandex.ru,,336230,25732812617,b83828c7-5b35-48e5-bdd4-88854e2e4ab5,3e72f0aa-26dc-11f0-a321-eaf2355e009b
79826405707,example171@mail.ru,64975459642,,55885814117,,
79424348610,example172@mail.ru,11398332018,,,b02c8cb8-f1b9-41f0-acd9-995e4d6a91ff,3e72f1cc-26dc-11f0-a321-eaf2355e009b
79753464983,example173@mail.ru,11351072417,,89046690132,,
79691496503,example174@gmail.com,24340039298,998450,55421445091,2fc11fca-b20a-4049-82b5-575a64aca4d7,3e72f316-26dc-11f0-a321-eaf2355e009b
79263245233,example175@yandex.ru,89290599803,718747,,08701bbc-a327-4d45-a635-7eded03ad80a,
79470546126,example176@gmail.com,25737091272,,27658781821,a73a01b5-c88c-4b8c-b2cf-cd1523f2d354,3e72f488-26dc-11f0-a321-eaf2355e009b
79887788769,,69765220365,113527,,86cb3948-bd41-4406-aac2-5c9943596964,3e72f5d2-26dc-11f0-a321-eaf2355e009b
,example178@mail.ru,43803631406,,90446078322,4be376f8-36cb-484b-a522-520ddb703cca,
79526262431,example179@mail.ru,46699044182,400966,43314196253,,3e72fb36-26dc-11f0-a321-eaf2355e009b
79457094965,,35974047987,,,bfde729b-8e2e-44c2-b7f6-5e06daacb60e,
79183748830,example181@mail.ru,10023900930,881819,,,3e72ff50-26dc-11f0-a321-eaf2355e009b
79805329863,example182@yandex.ru,68361291874,765017,80656295450,8e245379-5641-464b-9157-d24d4dd0d674,
,example183@yandex.ru,49656628930,429152,72960808767,b7626f36-dc7b-4e40-afac-77d2dcdf7613,
79521090758,,,900054,99770175484,7a2b7e03-fdb0-48b2-b3bb-44834ba6e27d,3e7301f8-26dc-11f0-a321-eaf2355e009b
79406633254,example185@mail.ru,10625200627,,77471156562,,3e730324-26dc-11f0-a321-eaf2355e009b
79595846076,example186@mail.ru,98983229105,177989,92324276545,6ccab238-7629-4b3b-a969-83e355193120,3e730428-26dc-11f0-a321-eaf2355e009b
,example187@yandex.ru,57106683157,621945,92262567467,,
79990221898,example188@yandex.ru,48076386131,718832,78103021817,3cad6df0-77af-4138-9072-4ac8472aa369,3e730540-26dc-11f0-a321-eaf2355e009b
79489280862,example189@gmail.com,25181810640,,93714157381,a60776a4-9f4a-49e8-b9eb-a77fede8c4f5,3e73063a-26dc-11f0-a321-eaf2355e009b
79390494916,example190@mail.ru,13393112668,,90468026103,,3e73072a-26dc-11f0-a321-eaf2355e009b
79913023919,,41699062326,323477,45582152025,3ad5f00b-653a-44f5-abd9-0cc1576a8c00,3e7308f6-26dc-11f0-a321-eaf2355e009b
79112375502,example192@yandex.ru,49518542198,760383,22075566448,9e1f85df-3dda-4e7f-bf38-212db16788d2,3e7309f0-26dc-11f0-a321-eaf2355e009b
79831008838,example193@yandex.ru,13183432888,,,,3e730aa4-26dc-11f0-a321-eaf2355e009b
79742275160,example194@gmail.com,,113315,,16dbb064-3128-4bfb-9c36-c438a841d8ca,
79674883987,example195@mail.ru,41621774774,,87599377201,8574bf4a-4b3c-41c0-b04f-5f8f55a9470c,
,example196@mail.ru,,792613,78605400036,,3e730c0c-26dc-11f0-a321-eaf2355e009b
79950874315,example197@mail.ru,,,,,
79790717128,example198@yandex.ru,34989011645,,39212478336,,3e730cde-26dc-11f0-a321-eaf2355e009b
79126063063,,57649633159,324354,66196976837,90494155-8ff7-4c34-9514-0d58b56c7e75,3e730dd8-26dc-11f0-a321-eaf2355e009b
79627374334,,,,72062327983,e2b756f8-dc2e-4228-8139-c31c59120815,3e730eb4-26dc-11f0-a321-eaf2355e009b
79494393173,example201@gmail.com,29147367692,890138,20543164230,4b71c116-ff0b-46b3-84bd-471181140180,3e730fae-26dc-11f0-a321-eaf2355e009b
,,,974208,16308591151,6cf8a301-5f04-42d5-a8c4-2cb962a69230,3e731094-26dc-11f0-a321-eaf2355e009b
79963688281,example203@mail.ru,86500882608,567890,66149666328,f7387b3f-2375-4315-910e-fc84db56b05a,
79262624588,example204@mail.ru,11253401187,239049,25089451133,34a39a6f-0485-4350-9363-f710bb8faa2c,3e731242-26dc-11f0-a321-eaf2355e009b
,example205@yandex.ru,78493749390,565379,,4ee66fce-ffd1-4847-a40e-c407ead75572,3e73133c-26dc-11f0-a321-eaf2355e009b
79800322277,,51009692327,101410,89258284098,ebf52a31-39e9-4bff-82e0-2a64ea416dab,3e731436-26dc-11f0-a321-eaf2355e009b
79264104639,example207@gmail.com,15690717026,767098,25034569318,,
79630119427,,54951812003,564721,91146179053,e0bfa3ea-910e-467d-ad7e-acf7297e4852,3e731666-26dc-11f0-a321-eaf2355e009b
79984504349,example209@yandex.ru,27167496606,215038,57035462208,,3e731738-26dc-11f0-a321-eaf2355e009b
79902047608,example210@gmail.com,97422823227,968197,56183849703,,3e731878-26dc-11f0-a321-eaf2355e009b
79799203124,example211@gmail.com,,669142,,59f98bf3-a5ef-4353-a2de-72a4856e14bb,
,example212@mail.ru,56693302817,114573,61745767667,18d0b9bb-128f-4b9e-83b4-b770c444d029,3e7319c2-26dc-11f0-a321-eaf2355e009b
79315052469,example213@mail.ru,56158816016,,68333838373,51f56bb5-f662-4c85-bf42-07cd198d911d,
,example214@mail.ru,,,15036852124,f35ded9b-9f97-4cee-ac53-6fe10f9ba597,3e731bac-26dc-11f0-a321-eaf2355e009b
79191456020,,83513452373,140394,20289182868,beaac7fd-2751-4758-b244-4e83954933d0,
79914066321,example216@mail.ru,19318359000,916806,75975568593,,3e731cd8-26dc-11f0-a321-eaf2355e009b
79231795514,example217@mail.ru,91738291676,601404,77118272813,,3e731dd2-26dc-11f0-a321-eaf2355e009b
79424789256,example218@mail.ru,,407015,84807382159,b643dbae-aebb-4d15-b870-0bd8c94ca500,3e731ed6-26dc-11f0-a321-eaf2355e009b
79146609992,example219@yandex.ru,66505325366,367989,,,3e731f8a-26dc-11f0-a321-eaf2355e009b
79297802104,,19396425234,584968,79390493116,479c01c8-67b4-47ab-88ca-962ddbf9fbb2,3e732084-26dc-11f0-a321-eaf2355e009b
79777040065,example221@mail.ru,,618618,26110904486,,3e73212e-26dc-11f0-a321-eaf2355e009b
79358586285,example222@mail.ru,50885776343,,,a21a6c92-f28b-446c-8f32-f6a69283ba38,3e732214-26dc-11f0-a321-eaf2355e009b
79495632786,example223@yandex.ru,,174048,,33956de7-b4da-4642-a0b1-20f6fff19d45,3e732304-26dc-11f0-a321-eaf2355e009b
79624007076,,71009318934,,,,3e7323c2-26dc-11f0-a321-eaf2355e009b
,example225@yandex.ru,76136300368,369365,,,3e73246c-26dc-11f0-a321-eaf2355e009b
79419941451,example226@yandex.ru,24066162288,951209,63436272658,6d8567e8-2a3a-4e40-9245-363d7d459da9,3e73257a-26dc-11f0-a321-eaf2355e009b
79532756042,example227@mail.ru,28916595236,768745,34753518140,,3e73266a-26dc-11f0-a321-eaf2355e009b
,example228@yandex.ru,80932635914,248521,33304058575,15fcc56d-55d8-41ae-8b6e-332de7dea6d4,3e73284a-26dc-11f0-a321-eaf2355e009b
79718650448,example229@gmail.com,96081775318,975331,50217815537,c521108c-98fb-413e-9ecc-958dbc6ad7c1,3e732a48-26dc-11f0-a321-eaf2355e009b
79991614622,example230@gmail.com,28799694332,,24885449723,7f10f86d-27ac-4fbe-8fe1-79d1a83afa87,
