phone,email,ok,vk,vid,gaid,idfa
79598463155,,57133888583,667223,19822091500,45f72cef-41d6-4963-bf49-27ca82c74e76,b0251bf2-26b8-11f0-8101-1af41de86eb3
79493822660,example53@mail.ru,,,98498012249,31a0de2c-439e-4e33-b288-f9861693155b,
79862250230,,,,13113522760,,b0251d50-26b8-11f0-8101-1af41de86eb3
79249491953,example55@gmail.com,29021034027,205949,78521676683,bc54f830-9698-40cb-8d8a-7b03fc2b71ec,b0251e86-26b8-11f0-8101-1af41de86eb3
79141459428,example56@gmail.com,19651101324,799592,72759544020,18b4c3e2-0d3b-4cce-9232-bbf3bc05dd77,b0251fbc-26b8-11f0-8101-1af41de86eb3
79712850095,,80030621824,956456,,5b310ec1-97d5-4d9d-bc56-487c422b6402,b02520f2-26b8-11f0-8101-1af41de86eb3
,example58@mail.ru,,393160,,,b02521ce-26b8-11f0-8101-1af41de86eb3
79513193517,,56342292057,554261,,711cc37b-19b8-4381-8406-5f0c3dbefa15,b02522fa-26b8-11f0-8101-1af41de86eb3
79498850434,example60@gmail.com,60151460824,,65232612723,cbec667e-cb55-4aa0-a0cd-43333ff0cdbf,b025244e-26b8-11f0-8101-1af41de86eb3
79920530158,example61@gmail.com,22175914119,630674,,70c3e42e-0cb3-40ec-a35c-c95d4f33beab,
79977966031,,19121441318,181797,58552889559,,
79582089868,example63@mail.ru,98503143557,827981,,45630815-4393-4d4a-b67c-29624fb20092,b0252ade-26b8-11f0-8101-1af41de86eb3
,example64@gmail.com,14599037551,647463,96395198054,d5575eaa-8252-441c-b9ad-e827bd1676ae,b0252c8c-26b8-11f0-8101-1af41de86eb3
79419884789,example65@gmail.com,29810246656,934492,75576540206,4921d64c-f2aa-4f2a-9c99-a725286fd82f,
79675119038,example66@gmail.com,80522251335,562092,,db92faf0-3565-450c-9239-40e7b3384d53,
79748601928,example67@mail.ru,,338620,,af333dd2-48d0-4183-8710-fa3bc0ea6705,b0252ebc-26b8-11f0-8101-1af41de86eb3
79370640136,example68@yandex.ru,34168970448,456117,,,
79940144943,example69@yandex.ru,60085886030,,66219357831,,b025304c-26b8-11f0-8101-1af41de86eb3
,,97550305034,,,c9e68f88-60c2-42fb-b7ca-bad8cc277ebf,b0253146-26b8-11f0-8101-1af41de86eb3
79666058326,,93564074819,378500,86771981824,ca6f2568-c794-4207-ba24-e3fc394b7da4,b0253236-26b8-11f0-8101-1af41de86eb3
79457818464,example72@gmail.com,32971665439,385935,30816869498,f6cfdef2-6848-4aac-ad39-cd998bad2d4e,b0253330-26b8-11f0-8101-1af41de86eb3
79562269554,example73@mail.ru,61553392585,131616,46970816993,,b02533f8-26b8-11f0-8101-1af41de86eb3
79867276272,example74@gmail.com,80348984702,354781,94157179130,78b20c7e-0ba3-4edf-a9b9-8fa4becf383e,b0253600-26b8-11f0-8101-1af41de86eb3
79809726315,example75@gmail.com,32789878722,109648,90337857331,911badce-b839-40f5-92ca-4a681a760a9c,b0253704-26b8-11f0-8101-1af41de86eb3
79971722911,,37202634720,120227,,,b02537b8-26b8-11f0-8101-1af41de86eb3
,,13620210590,743331,72697098032,,
79306036527,example78@gmail.com,,,54309957813,402c219f-46c2-4717-8eb5-93c593077810,b02538da-26b8-11f0-8101-1af41de86eb3
,example79@mail.ru,,826389,,ab84e623-9e0f-4a96-9a98-4e4b6b1332a9,b02539c0-26b8-11f0-8101-1af41de86eb3
79732346942,,,,59125986024,,
79399203623,,55087153574,233744,32585519074,7e79ee8f-a000-4bc8-955d-4c151c0c5611,b0253b3c-26b8-11f0-8101-1af41de86eb3
79591302717,,71010703407,810781,51504680605,1c016d33-69a3-45bb-898f-3a3b396ff5e5,b0253dda-26b8-11f0-8101-1af41de86eb3
,example83@gmail.com,70152853561,444617,11000396039,,
,example84@yandex.ru,,,23201490438,38edf2d8-c6d7-49ee-9f3f-1711562012df,
79408213666,example85@yandex.ru,10041697209,720741,88061553287,ce241822-885c-4e0a-a39c-9d2218329994,b025403c-26b8-11f0-8101-1af41de86eb3
79225964847,,77983717275,411991,16573161906,f8a40a2b-ddd4-4715-b398-ca000eb53217,
79895074578,,,296353,42258720631,b8b84539-7207-4d34-b9e8-1c0c22c8b5c7,
79797606560,example88@mail.ru,67517128345,506235,,,b02541cc-26b8-11f0-8101-1af41de86eb3
79918252964,example89@yandex.ru,,227712,64526983234,,b0254294-26b8-11f0-8101-1af41de86eb3
,example90@gmail.com,93407404682,,,7e536943-144e-4b3d-ac44-d36f9cf435c2,
79932514289,example91@yandex.ru,86718525065,345283,33382642576,ce65484a-1da2-465d-902b-f02b6bc55764,b025442e-26b8-11f0-8101-1af41de86eb3
79502695425,example92@mail.ru,,407805,39656398343,bfa851ac-a9cb-431a-b528-ca87ccf66e13,b025456e-26b8-11f0-8101-1af41de86eb3
79231068388,example93@gmail.com,74024620962,,10104888372,,b025467c-26b8-11f0-8101-1af41de86eb3
79973454740,example94@mail.ru,,436566,22468232084,32a3ff2a-4717-4493-9200-c08b0576e68b,b025478a-26b8-11f0-8101-1af41de86eb3
79533494132,example95@gmail.com,20867704244,875712,,,
79424853357,example96@gmail.com,,,33926759555,5b226d95-f0d9-46dc-95bf-59dbc74bd72f,b025488e-26b8-11f0-8101-1af41de86eb3
79801745301,example97@gmail.com,,,,,b0254942-26b8-11f0-8101-1af41de86eb3
79463874543,example98@gmail.com,59486323036,239565,31664831468,,b0254a14-26b8-11f0-8101-1af41de86eb3
79123346973,,,,42513981996,25fe8e98-af91-4e05-a3a1-55873bc02215,b0254b04-26b8-11f0-8101-1af41de86eb3
79275464152,example100@mail.ru,19167861857,373848,24537559465,46d26c7d-599f-4e04-8ba5-72a2f9662cd4,b0254bea-26b8-11f0-8101-1af41de86eb3
79959456949,example101@gmail.com,87655525179,355325,56570120430,f8f99bae-e416-4245-9b5b-1aec3c041b55,b0254d34-26b8-11f0-8101-1af41de86eb3
79953495377,,99638744057,806621,52206630340,,
,,52162872431,532485,,,
79504167192,,56537225278,796183,22581483570,c157b564-45b1-434b-9ed9-d82c409e8e74,b0254f1e-26b8-11f0-8101-1af41de86eb3
79262252018,example105@yandex.ru,72618563731,347270,,e5890cc6-8e01-4e6f-a094-c16c90977bea,b0255018-26b8-11f0-8101-1af41de86eb3
79920003819,example106@gmail.com,79239989458,,41088229408,cb239937-2a64-40fb-9216-67ef33e07407,b0255144-26b8-11f0-8101-1af41de86eb3
79613862320,example107@yandex.ru,11911026104,554863,51789418811,,b025520c-26b8-11f0-8101-1af41de86eb3
79141852638,example108@mail.ru,25924474079,281327,50263116518,,b02552c0-26b8-11f0-8101-1af41de86eb3
,example109@mail.ru,,,18461612643,,b0255360-26b8-11f0-8101-1af41de86eb3
79395528879,,88593038521,592358,57267852554,99cecf99-5340-424d-8fb2-1c0b6a7ac8a2,
